activity_id,institution_id,source_id,experiment_id,frequency,realm,table_id,member_id,grid_label,variable_id,version_id,time_range,chunk_freq,platform,dimensions,cell_methods,standard_name,path
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20210101-20301231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20310101-20401231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20410101-20501231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20510101-20601231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20610101-20701231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20710101-20801231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20810101-20901231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus850,v20210201,20910101-21001231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus850/gr3/v20210201/hus850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20110101-20201231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20110101-20201231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20210101-20301231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20310101-20401231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20410101-20501231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20510101-20601231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20610101-20701231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20710101-20801231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20810101-20901231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta850,v20210201,20910101-21001231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta850/gr3/v20210201/ta850_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20110101-20201231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20110101-20201231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20210101-20301231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20310101-20401231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20410101-20501231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20510101-20601231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20610101-20701231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20710101-20801231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20810101-20901231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hfls,v20210201,20910101-21001231,NA,NA,NA,NA,surface_upward_latent_heat_flux,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hfls/gr3/v20210201/hfls_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20110101-20201231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20110101-20201231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20210101-20301231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20310101-20401231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20410101-20501231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20510101-20601231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20610101-20701231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20710101-20801231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20810101-20901231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,ta500,v20210201,20910101-21001231,NA,NA,NA,NA,air_temperature,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/ta500/gr3/v20210201/ta500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20110101-20201231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20110101-20201231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20210101-20301231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20310101-20401231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20410101-20501231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20510101-20601231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20610101-20701231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20710101-20801231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20810101-20901231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,zg500,v20210201,20910101-21001231,NA,NA,NA,NA,geopotential_height,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/zg500/gr3/v20210201/zg500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20810101-20901231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20810101-20901231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20910101-21001231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20910101-21001231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20110101-20201231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20110101-20201231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20210101-20301231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20210101-20301231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20310101-20401231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20310101-20401231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20410101-20501231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20410101-20501231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20510101-20601231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20510101-20601231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20610101-20701231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20610101-20701231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,day,r29i1p1f1,gr3,hus500,v20210201,20710101-20801231,NA,NA,NA,NA,specific_humidity,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/day/hus500/gr3/v20210201/hus500_day_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_20710101-20801231.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,6hr,r29i1p1f1,gr3,cape,v20210201,201101010600-202101010000,NA,NA,NA,NA,atmosphere_convective_available_potential_energy_wrt_surface,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/6hr/cape/gr3/v20210201/cape_6hr_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_201101010600-202101010000.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,6hr,r29i1p1f1,gr3,cape,v20210201,202101010600-203101010000,NA,NA,NA,NA,atmosphere_convective_available_potential_energy_wrt_surface,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/6hr/cape/gr3/v20210201/cape_6hr_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_202101010600-203101010000.nc
NA,NOAA-GFDL,GFDL-SPEAR-MED,scenarioSSP5-85,NA,NA,6hr,r29i1p1f1,gr3,cape,v20210201,203101010600-204101010000,NA,NA,NA,NA,atmosphere_convective_available_potential_energy_wrt_surface,/data/2/GFDL-LARGE-ENSEMBLES/TFTEST/CMIP/NOAA-GFDL/GFDL-SPEAR-MED/scenarioSSP5-85/r29i1p1f1/6hr/cape/gr3/v20210201/cape_6hr_GFDL-SPEAR-MED_scenarioSSP5-85_r29i1p1f1_gr3_203101010600-204101010000.nc
